event_id,customer_id,event_type,event_timestamp,channel,utm_source,utm_campaign,page_url
EV0002061,C0353,email_open,2023-01-18 16:02:07,linkedin,linkedin,semana_santa_2023,
EV0002062,C0353,signup,2023-01-20 00:30:52,tiktok,tiktok,semana_santa_2024,
EV0002063,C0354,page_view,2023-01-11 06:43:37,organic,organic,veganeiro_2024,/blog/peixe-vegetal-e-saudavel
EV0002064,C0354,page_view,2023-01-13 01:43:10,organic,organic,,/receitas
EV0002065,C0354,page_view,2023-01-13 08:38:47,instagram,instagram,semana_santa_2024,/produtos
EV0002066,C0354,email_open,2023-01-13 08:46:21,google_ads,google_ads,,
EV0002067,C0354,signup,2023-01-13 21:51:59,instagram,instagram,lancamento_polvo,
EV0002068,C0355,page_view,2022-06-17 08:03:24,google_ads,google_ads,,/produtos/atum-vegetal
EV0002069,C0355,page_view,2022-06-17 14:51:22,instagram,,veganeiro_jan,/produtos/salmao-vegetal
EV0002070,C0355,page_view,2022-06-19 02:36:03,referral,referral,,/
EV0002071,C0355,signup,2022-06-19 23:48:29,email,email,,
EV0002072,C0355,first_purchase,2022-06-20 09:13:07,organic,organic,veganeiro_jan,
EV0002073,C0356,page_view,2024-04-26 06:39:50,referral,referral,semana_santa_2022,/produtos
EV0002074,C0356,page_view,2024-04-26 23:44:15,google_ads,google_ads,brand_top_funnel,/para-empresas
EV0002075,C0356,page_view,2024-04-28 09:18:16,email,email,semana_santa_2024,/contato
EV0002076,C0356,signup,2024-04-28 15:41:41,linkedin,linkedin,black_friday_2023,
EV0002077,C0356,email_open,2024-04-29 15:55:49,referral,referral,,
EV0002078,C0356,email_click,2024-04-30 20:03:15,instagram,instagram,brand_top_funnel,
EV0002079,C0356,first_purchase,2024-05-02 00:04:47,email,email,lancamento_salmao,
EV0002080,C0357,page_view,2021-12-27 01:00:02,google_ads,google_ads,semana_santa_2024,/blog/peixe-vegetal-e-saudavel
EV0002081,C0357,page_view,2021-12-28 10:20:06,instagram,instagram,veganeiro_2024,/para-empresas
EV0002082,C0357,page_view,2021-12-29 04:10:09,email,email,black_friday_2023,/para-empresas
EV0002083,C0357,email_open,2021-12-29 20:32:19,linkedin,linkedin,brand_top_funnel,
EV0002084,C0357,email_open,2021-12-30 12:29:39,referral,referral,,
EV0002085,C0358,page_view,2024-06-12 16:06:27,tiktok,tiktok,brand_top_funnel,/sobre
EV0002086,C0358,page_view,2024-06-13 19:53:00,instagram,instagram,semana_santa_2023,/produtos/salmao-vegetal
EV0002087,C0358,signup,2024-06-14 12:29:13,instagram,instagram,lancamento_polvo,
EV0002088,C0358,demo_request,2024-06-16 08:34:08,tiktok,tiktok,black_friday_2023,
EV0002089,C0358,first_purchase,2024-06-17 07:12:27,linkedin,linkedin,,
EV0002090,C0359,page_view,2024-06-18 11:16:04,referral,referral,lancamento_salmao,/produtos/atum-vegetal
EV0002091,C0359,page_view,2024-06-19 14:30:47,linkedin,linkedin,semana_santa_2022,/receitas
EV0002092,C0359,page_view,2024-06-20 16:30:53,linkedin,linkedin,natal_2022,/para-empresas
EV0002093,C0359,email_open,2024-06-21 20:23:02,email,email,,
EV0002094,C0359,signup,2024-06-23 19:46:18,email,email,semana_santa_2022,
EV0002095,C0359,email_open,2024-06-24 12:16:02,email,email,brand_awareness_q1,
EV0002096,C0359,email_click,2024-06-26 10:10:19,email,email,semana_santa_2024,
EV0002097,C0359,demo_request,2024-06-27 18:27:20,referral,referral,brand_awareness_q1,
EV0002098,C0359,first_purchase,2024-06-29 05:08:42,linkedin,linkedin,semana_santa_2024,
EV0002099,C0360,page_view,2023-05-13 18:05:14,organic,organic,lancamento_polvo,/contato
EV0002100,C0360,page_view,2023-05-14 12:55:14,google_ads,google_ads,lancamento_salmao,/para-empresas
EV0002101,C0360,page_view,2023-05-15 11:43:38,instagram,instagram,black_friday_2023,/blog/peixe-vegetal-e-saudavel
EV0002102,C0360,email_open,2023-05-15 20:55:24,linkedin,,natal_2022,
EV0002103,C0360,demo_request,2023-05-16 05:20:44,referral,,veganeiro_2024,
EV0002104,C0361,page_view,2023-05-23 12:36:03,google_ads,,semana_santa_2022,/produtos/atum-vegetal
EV0002105,C0361,page_view,2023-05-24 13:36:29,google_ads,google_ads,,/blog/peixe-vegetal-e-saudavel
EV0002106,C0361,email_open,2023-05-24 19:45:35,email,email,semana_santa_2023,
EV0002107,C0361,signup,2023-05-25 19:41:21,organic,organic,semana_santa_2022,
EV0002108,C0361,email_open,2023-05-25 23:49:53,referral,referral,lancamento_salmao,
EV0002109,C0361,email_click,2023-05-27 00:06:32,tiktok,tiktok,,
EV0002110,C0361,first_purchase,2023-05-28 11:54:22,instagram,instagram,lancamento_polvo,
EV0002111,C0362,page_view,2023-11-24 07:20:44,organic,organic,brand_top_funnel,/contato
EV0002112,C0362,page_view,2023-11-24 19:59:11,tiktok,tiktok,brand_top_funnel,/produtos/salmao-vegetal
EV0002113,C0362,page_view,2023-11-26 06:06:56,organic,organic,lancamento_salmao,/produtos
EV0002114,C0362,demo_request,2023-11-26 06:52:20,google_ads,google_ads,semana_santa_2023,
EV0002115,C0362,repeat_purchase,2023-11-28 04:42:33,referral,referral,semana_santa_2024,
EV0002116,C0362,repeat_purchase,2023-11-29 01:51:40,referral,referral,brand_awareness_q1,
EV0002117,C0363,page_view,2022-12-31 01:02:42,email,email,,/produtos
EV0002118,C0363,page_view,2022-12-31 22:44:46,organic,organic,veganeiro_2024,/produtos/atum-vegetal
EV0002119,C0363,page_view,2023-01-02 16:52:18,linkedin,linkedin,brand_awareness_q1,/produtos/salmao-vegetal
EV0002120,C0363,email_open,2023-01-04 10:06:02,organic,organic,lancamento_salmao,
EV0002121,C0363,signup,2023-01-06 09:26:01,tiktok,tiktok,lancamento_salmao,
EV0002122,C0363,demo_request,2023-01-07 10:42:16,linkedin,,lancamento_salmao,
EV0002123,C0363,repeat_purchase,2023-01-07 22:44:42,tiktok,tiktok,semana_santa_2022,
EV0002124,C0363,repeat_purchase,2023-01-08 07:55:30,referral,referral,lancamento_polvo,
EV0002125,C0364,page_view,2024-10-02 10:52:30,instagram,instagram,veganeiro_jan,/
EV0002126,C0364,page_view,2024-10-04 01:08:33,organic,organic,,/produtos/atum-vegetal
EV0002127,C0364,page_view,2024-10-05 21:55:37,linkedin,linkedin,semana_santa_2023,/onde-comprar
EV0002128,C0364,first_purchase,2024-10-06 20:24:24,email,email,natal_2022,
EV0002129,C0365,page_view,2023-01-23 04:45:48,google_ads,google_ads,natal_2022,/blog/peixe-vegetal-e-saudavel
EV0002130,C0365,page_view,2023-01-24 18:13:13,email,email,lancamento_polvo,/blog/peixe-vegetal-e-saudavel
EV0002131,C0365,email_open,2023-01-24 23:01:42,linkedin,linkedin,semana_santa_2024,
EV0002132,C0365,signup,2023-01-26 00:12:38,linkedin,,,
EV0002133,C0365,repeat_purchase,2023-01-26 12:57:57,email,email,,
EV0002134,C0365,repeat_purchase,2023-01-27 21:42:20,tiktok,tiktok,brand_awareness_q1,
EV0002135,C0366,page_view,2022-07-18 08:09:36,instagram,instagram,brand_top_funnel,/produtos/atum-vegetal
EV0002136,C0366,page_view,2022-07-19 04:35:37,email,email,veganeiro_jan,/receitas
EV0002137,C0366,email_open,2022-07-19 20:58:50,tiktok,tiktok,,
EV0002138,C0366,demo_request,2022-07-20 07:40:41,linkedin,linkedin,natal_2022,
EV0002139,C0367,page_view,2022-01-21 04:26:13,referral,referral,,/receitas
EV0002140,C0367,page_view,2022-01-21 09:04:39,linkedin,linkedin,veganeiro_jan,/blog/peixe-vegetal-e-saudavel
EV0002141,C0367,page_view,2022-01-21 15:34:13,instagram,,semana_santa_2022,/contato
EV0002142,C0367,email_open,2022-01-23 09:49:57,referral,referral,veganeiro_2024,
EV0002143,C0367,signup,2022-01-23 23:08:16,instagram,,veganeiro_2024,
EV0002144,C0367,email_open,2022-01-25 22:26:42,instagram,instagram,,
EV0002145,C0367,email_click,2022-01-26 15:09:38,email,email,semana_santa_2024,
EV0002146,C0367,repeat_purchase,2022-01-28 11:45:11,instagram,instagram,semana_santa_2023,
EV0002147,C0367,repeat_purchase,2022-01-29 23:50:04,instagram,instagram,,
EV0002148,C0368,page_view,2023-03-17 17:11:20,organic,organic,veganeiro_jan,/para-empresas
EV0002149,C0368,page_view,2023-03-18 05:58:42,referral,referral,semana_santa_2023,/onde-comprar
EV0002150,C0368,page_view,2023-03-18 11:16:34,tiktok,tiktok,semana_santa_2023,/
EV0002151,C0368,signup,2023-03-19 19:57:10,linkedin,linkedin,lancamento_salmao,
EV0002152,C0368,demo_request,2023-03-20 09:27:49,instagram,instagram,natal_2022,
EV0002153,C0369,page_view,2023-08-27 01:41:18,email,email,brand_top_funnel,/onde-comprar
EV0002154,C0369,page_view,2023-08-28 00:29:20,google_ads,google_ads,semana_santa_2022,/contato
EV0002155,C0369,email_open,2023-08-28 01:33:43,linkedin,linkedin,brand_awareness_q1,
EV0002156,C0369,email_open,2023-08-28 09:37:17,tiktok,,semana_santa_2022,
EV0002157,C0369,email_click,2023-08-29 15:39:49,google_ads,google_ads,lancamento_salmao,
EV0002158,C0369,repeat_purchase,2023-08-29 22:40:21,linkedin,linkedin,natal_2022,
EV0002159,C0369,repeat_purchase,2023-08-30 20:57:44,organic,organic,,
EV0002160,C0370,page_view,2024-02-04 09:33:45,linkedin,linkedin,brand_awareness_q1,/blog/peixe-vegetal-e-saudavel
EV0002161,C0370,page_view,2024-02-05 22:54:10,tiktok,tiktok,semana_santa_2022,/onde-comprar
EV0002162,C0370,email_open,2024-02-06 12:36:38,instagram,instagram,semana_santa_2023,
EV0002163,C0370,signup,2024-02-06 20:49:38,linkedin,linkedin,,
EV0002164,C0370,email_open,2024-02-08 01:06:48,organic,organic,veganeiro_jan,
EV0002165,C0370,email_click,2024-02-09 09:25:47,linkedin,linkedin,natal_2022,
EV0002166,C0370,demo_request,2024-02-10 14:30:59,google_ads,google_ads,brand_top_funnel,
EV0002167,C0370,first_purchase,2024-02-11 16:46:32,email,email,semana_santa_2024,
EV0002168,C0370,repeat_purchase,2024-02-11 19:33:19,instagram,instagram,natal_2022,
EV0002169,C0370,repeat_purchase,2024-02-12 17:29:32,tiktok,tiktok,lancamento_polvo,
EV0002170,C0371,page_view,2022-07-28 21:47:31,instagram,instagram,,/produtos/salmao-vegetal
EV0002171,C0371,page_view,2022-07-29 18:39:30,google_ads,google_ads,brand_awareness_q1,/produtos/atum-vegetal
EV0002172,C0371,page_view,2022-07-30 22:34:31,referral,,brand_awareness_q1,/sobre
EV0002173,C0371,email_open,2022-08-01 17:14:02,referral,referral,,
EV0002174,C0371,signup,2022-08-03 06:36:44,google_ads,google_ads,veganeiro_jan,
EV0002175,C0372,page_view,2023-04-26 10:21:32,email,email,semana_santa_2023,/contato
EV0002176,C0372,page_view,2023-04-27 21:05:31,linkedin,,natal_2022,/produtos
EV0002177,C0372,page_view,2023-04-29 04:31:15,linkedin,linkedin,veganeiro_2024,/blog/peixe-vegetal-e-saudavel
EV0002178,C0372,email_open,2023-04-30 05:19:58,referral,referral,semana_santa_2023,
EV0002179,C0372,demo_request,2023-04-30 21:38:45,linkedin,linkedin,natal_2022,
EV0002180,C0372,first_purchase,2023-05-02 17:55:29,email,email,lancamento_salmao,
EV0002181,C0373,page_view,2024-01-04 18:13:42,email,email,brand_awareness_q1,/produtos
EV0002182,C0373,page_view,2024-01-06 10:31:59,referral,referral,veganeiro_2024,/produtos/atum-vegetal
EV0002183,C0373,page_view,2024-01-07 05:08:43,organic,organic,semana_santa_2023,/para-empresas
EV0002184,C0373,email_open,2024-01-09 01:36:00,linkedin,linkedin,semana_santa_2022,
EV0002185,C0373,email_open,2024-01-09 21:21:25,referral,referral,brand_top_funnel,
EV0002186,C0373,email_click,2024-01-11 02:43:11,organic,organic,brand_top_funnel,
EV0002187,C0374,page_view,2024-11-16 14:51:17,referral,referral,lancamento_polvo,/produtos
EV0002188,C0374,page_view,2024-11-17 18:26:23,email,email,semana_santa_2023,/produtos/atum-vegetal
EV0002189,C0374,email_open,2024-11-18 15:46:46,referral,referral,black_friday_2023,
EV0002190,C0374,email_click,2024-11-20 15:21:02,instagram,,brand_top_funnel,
EV0002191,C0375,page_view,2022-09-03 02:13:44,referral,referral,veganeiro_2024,/para-empresas
EV0002192,C0375,page_view,2022-09-03 02:23:37,linkedin,linkedin,lancamento_polvo,/para-empresas
EV0002193,C0375,signup,2022-09-04 17:45:10,organic,organic,semana_santa_2022,
EV0002194,C0376,page_view,2023-10-10 06:02:31,referral,referral,brand_awareness_q1,/contato
EV0002195,C0376,page_view,2023-10-11 16:19:01,google_ads,google_ads,lancamento_polvo,/produtos/salmao-vegetal
EV0002196,C0376,page_view,2023-10-13 07:46:18,organic,organic,,/blog/peixe-vegetal-e-saudavel
EV0002197,C0376,first_purchase,2023-10-13 23:41:00,organic,organic,semana_santa_2023,
EV0002198,C0377,page_view,2024-05-06 08:33:18,referral,referral,brand_top_funnel,/produtos/salmao-vegetal
EV0002199,C0377,page_view,2024-05-08 07:00:40,tiktok,tiktok,lancamento_polvo,/produtos/salmao-vegetal
EV0002200,C0377,email_open,2024-05-09 23:47:08,referral,referral,,
EV0002201,C0377,email_click,2024-05-11 02:01:55,organic,organic,brand_awareness_q1,
EV0002202,C0377,repeat_purchase,2024-05-12 07:47:13,instagram,instagram,black_friday_2023,
EV0002203,C0377,repeat_purchase,2024-05-13 14:05:18,instagram,instagram,,
EV0002204,C0378,page_view,2023-11-24 22:02:29,linkedin,linkedin,,/
EV0002205,C0378,page_view,2023-11-26 18:54:20,tiktok,tiktok,lancamento_polvo,/produtos/atum-vegetal
EV0002206,C0378,page_view,2023-11-28 06:16:36,email,email,,/receitas
EV0002207,C0378,email_open,2023-11-28 12:48:20,google_ads,google_ads,black_friday_2023,
EV0002208,C0378,first_purchase,2023-11-29 12:30:41,referral,referral,veganeiro_jan,
EV0002209,C0379,page_view,2022-05-20 16:42:58,google_ads,,semana_santa_2023,/blog/peixe-vegetal-e-saudavel
EV0002210,C0379,page_view,2022-05-22 15:11:02,referral,,,/blog/peixe-vegetal-e-saudavel
EV0002211,C0379,email_open,2022-05-23 21:14:50,referral,,lancamento_polvo,
EV0002212,C0379,email_click,2022-05-25 08:06:35,instagram,instagram,semana_santa_2023,
EV0002213,C0379,first_purchase,2022-05-26 03:21:23,referral,referral,lancamento_polvo,
EV0002214,C0380,page_view,2023-08-16 09:47:53,organic,organic,veganeiro_2024,/receitas
EV0002215,C0380,page_view,2023-08-16 12:58:07,linkedin,linkedin,black_friday_2023,/receitas
EV0002216,C0380,page_view,2023-08-17 09:54:18,organic,organic,,/produtos
EV0002217,C0380,signup,2023-08-17 12:37:23,linkedin,linkedin,brand_awareness_q1,
EV0002218,C0380,email_open,2023-08-17 13:07:48,email,email,veganeiro_jan,
EV0002219,C0380,email_click,2023-08-19 12:33:22,google_ads,google_ads,veganeiro_2024,
EV0002220,C0381,page_view,2024-05-03 18:05:42,instagram,instagram,semana_santa_2024,/sobre
EV0002221,C0381,page_view,2024-05-04 07:14:50,email,email,lancamento_salmao,/receitas
EV0002222,C0381,page_view,2024-05-06 05:26:00,referral,referral,lancamento_salmao,/produtos/atum-vegetal
EV0002223,C0381,email_open,2024-05-06 08:53:33,referral,referral,,
EV0002224,C0381,signup,2024-05-06 16:47:02,google_ads,google_ads,brand_top_funnel,
EV0002225,C0381,first_purchase,2024-05-07 13:35:38,referral,referral,brand_awareness_q1,
EV0002226,C0381,repeat_purchase,2024-05-08 13:20:07,linkedin,linkedin,brand_awareness_q1,
EV0002227,C0381,repeat_purchase,2024-05-10 05:26:24,google_ads,google_ads,,
EV0002228,C0382,page_view,2021-12-08 12:53:55,linkedin,linkedin,brand_top_funnel,/
EV0002229,C0382,page_view,2021-12-10 11:22:03,organic,organic,lancamento_salmao,/sobre
EV0002230,C0382,email_open,2021-12-11 11:41:46,referral,referral,lancamento_salmao,
EV0002231,C0382,signup,2021-12-12 21:08:07,instagram,instagram,semana_santa_2023,
EV0002232,C0382,email_open,2021-12-14 01:57:26,email,email,black_friday_2023,
EV0002233,C0382,email_click,2021-12-15 12:47:13,organic,organic,lancamento_salmao,
EV0002234,C0383,page_view,2023-11-03 11:35:03,email,email,semana_santa_2024,/produtos
EV0002235,C0383,page_view,2023-11-05 10:34:05,email,email,brand_awareness_q1,/receitas
EV0002236,C0383,page_view,2023-11-07 00:55:23,linkedin,linkedin,brand_top_funnel,/sobre
EV0002237,C0383,email_open,2023-11-07 05:27:44,referral,referral,black_friday_2023,
EV0002238,C0384,page_view,2022-11-20 00:14:16,google_ads,google_ads,semana_santa_2022,/produtos
EV0002239,C0384,page_view,2022-11-20 07:30:34,organic,,,/onde-comprar
EV0002240,C0384,email_open,2022-11-20 22:58:28,linkedin,linkedin,semana_santa_2023,
EV0002241,C0384,signup,2022-11-21 19:17:34,linkedin,linkedin,,
EV0002242,C0384,demo_request,2022-11-23 06:11:27,google_ads,google_ads,semana_santa_2022,
EV0002243,C0385,page_view,2024-02-04 08:12:35,tiktok,tiktok,natal_2022,/produtos
EV0002244,C0385,page_view,2024-02-05 06:27:53,organic,organic,brand_awareness_q1,/produtos/salmao-vegetal
EV0002245,C0385,email_open,2024-02-06 09:46:44,linkedin,,veganeiro_jan,
EV0002246,C0385,demo_request,2024-02-07 10:21:33,email,email,,
EV0002247,C0385,repeat_purchase,2024-02-08 22:57:27,google_ads,google_ads,semana_santa_2024,
EV0002248,C0385,repeat_purchase,2024-02-09 07:47:57,instagram,instagram,veganeiro_2024,
EV0002249,C0386,page_view,2022-01-27 20:22:44,linkedin,linkedin,brand_awareness_q1,/produtos/salmao-vegetal
EV0002250,C0386,page_view,2022-01-28 09:21:31,organic,organic,,/
EV0002251,C0386,page_view,2022-01-29 18:42:43,google_ads,google_ads,semana_santa_2022,/blog/peixe-vegetal-e-saudavel
EV0002252,C0386,email_open,2022-01-30 03:25:25,instagram,instagram,semana_santa_2022,
EV0002253,C0386,email_open,2022-01-31 07:58:23,instagram,,semana_santa_2023,
EV0002254,C0386,email_click,2022-02-01 17:37:49,referral,referral,lancamento_salmao,
EV0002255,C0386,first_purchase,2022-02-03 13:18:01,linkedin,linkedin,natal_2022,
EV0002256,C0387,page_view,2022-07-20 15:26:08,organic,organic,semana_santa_2023,/sobre
EV0002257,C0387,page_view,2022-07-21 19:12:58,organic,,veganeiro_jan,/sobre
EV0002258,C0387,page_view,2022-07-22 05:14:27,email,email,black_friday_2023,/sobre
EV0002259,C0387,email_open,2022-07-22 10:20:43,linkedin,linkedin,,
EV0002260,C0387,email_click,2022-07-23 13:49:26,email,email,semana_santa_2024,
EV0002261,C0388,page_view,2024-01-28 05:07:08,linkedin,linkedin,semana_santa_2022,/sobre
EV0002262,C0388,page_view,2024-01-28 23:38:04,organic,organic,black_friday_2023,/para-empresas
EV0002263,C0388,page_view,2024-01-30 21:28:11,linkedin,linkedin,semana_santa_2023,/
EV0002264,C0388,signup,2024-02-01 14:19:20,instagram,instagram,brand_awareness_q1,
EV0002265,C0388,first_purchase,2024-02-03 02:47:55,tiktok,tiktok,brand_top_funnel,
EV0002266,C0389,page_view,2024-02-29 01:13:05,tiktok,tiktok,brand_awareness_q1,/blog/peixe-vegetal-e-saudavel
EV0002267,C0389,page_view,2024-03-01 13:23:45,referral,referral,semana_santa_2024,/contato
EV0002268,C0390,page_view,2022-02-02 20:00:58,linkedin,linkedin,brand_awareness_q1,/onde-comprar
EV0002269,C0390,page_view,2022-02-03 02:08:26,linkedin,linkedin,semana_santa_2023,/
EV0002270,C0390,page_view,2022-02-03 08:19:38,linkedin,linkedin,,/contato
EV0002271,C0390,email_open,2022-02-04 03:26:00,organic,organic,semana_santa_2022,
EV0002272,C0390,email_click,2022-02-05 10:04:34,organic,organic,brand_top_funnel,
EV0002273,C0390,first_purchase,2022-02-06 09:09:32,google_ads,google_ads,,
EV0002274,C0390,repeat_purchase,2022-02-06 15:37:13,google_ads,google_ads,veganeiro_jan,
EV0002275,C0390,repeat_purchase,2022-02-08 08:43:09,email,email,veganeiro_jan,
EV0002276,C0391,page_view,2024-04-25 18:54:27,linkedin,linkedin,semana_santa_2022,/contato
EV0002277,C0391,page_view,2024-04-26 20:45:07,email,email,natal_2022,/sobre
EV0002278,C0391,page_view,2024-04-27 09:44:58,organic,organic,semana_santa_2024,/para-empresas
EV0002279,C0391,signup,2024-04-27 16:33:39,instagram,instagram,veganeiro_jan,
EV0002280,C0391,first_purchase,2024-04-28 03:28:39,organic,,brand_top_funnel,
EV0002281,C0392,page_view,2024-07-19 23:35:30,linkedin,linkedin,semana_santa_2023,/
EV0002282,C0392,page_view,2024-07-21 16:37:47,google_ads,google_ads,lancamento_salmao,/onde-comprar
EV0002283,C0392,page_view,2024-07-22 18:00:24,organic,,semana_santa_2022,/blog/peixe-vegetal-e-saudavel
EV0002284,C0392,signup,2024-07-24 16:25:58,instagram,instagram,semana_santa_2022,
EV0002285,C0393,page_view,2024-09-23 08:24:07,google_ads,google_ads,semana_santa_2022,/onde-comprar
EV0002286,C0393,page_view,2024-09-24 21:40:25,instagram,instagram,veganeiro_2024,/receitas
EV0002287,C0393,page_view,2024-09-25 01:39:02,email,email,,/receitas
EV0002288,C0393,signup,2024-09-25 16:09:26,linkedin,linkedin,semana_santa_2024,
EV0002289,C0393,email_open,2024-09-26 12:09:47,referral,referral,lancamento_salmao,
EV0002290,C0393,email_click,2024-09-26 21:07:34,google_ads,google_ads,,
EV0002291,C0393,demo_request,2024-09-28 13:29:00,email,email,,
EV0002292,C0394,page_view,2023-04-03 20:10:40,tiktok,tiktok,semana_santa_2023,/para-empresas
EV0002293,C0394,page_view,2023-04-05 17:44:47,email,email,lancamento_salmao,/produtos/atum-vegetal
EV0002294,C0394,email_open,2023-04-06 13:22:09,google_ads,google_ads,natal_2022,
EV0002295,C0394,repeat_purchase,2023-04-08 07:00:28,referral,referral,natal_2022,
EV0002296,C0394,repeat_purchase,2023-04-08 21:29:52,email,email,lancamento_polvo,
EV0002297,C0395,page_view,2024-01-07 22:29:50,tiktok,tiktok,brand_awareness_q1,/sobre
EV0002298,C0395,page_view,2024-01-08 03:40:52,email,email,semana_santa_2023,/onde-comprar
EV0002299,C0395,page_view,2024-01-09 00:21:31,referral,referral,brand_top_funnel,/onde-comprar
EV0002300,C0395,email_open,2024-01-10 20:58:00,organic,organic,brand_awareness_q1,
EV0002301,C0395,signup,2024-01-12 11:07:02,organic,organic,brand_top_funnel,
EV0002302,C0395,repeat_purchase,2024-01-14 02:33:13,tiktok,tiktok,veganeiro_2024,
EV0002303,C0395,repeat_purchase,2024-01-15 06:57:48,email,email,veganeiro_2024,
EV0002304,C0396,page_view,2024-10-30 07:09:18,linkedin,linkedin,semana_santa_2022,/blog/peixe-vegetal-e-saudavel
EV0002305,C0396,page_view,2024-10-30 17:20:31,linkedin,linkedin,brand_top_funnel,/produtos/atum-vegetal
EV0002306,C0396,page_view,2024-11-01 09:37:07,google_ads,,semana_santa_2024,/produtos
EV0002307,C0396,email_open,2024-11-01 17:49:55,instagram,instagram,lancamento_polvo,
EV0002308,C0396,signup,2024-11-02 07:02:18,referral,referral,,
EV0002309,C0396,first_purchase,2024-11-04 04:31:30,google_ads,google_ads,brand_top_funnel,
EV0002310,C0397,page_view,2023-10-12 14:01:18,google_ads,google_ads,natal_2022,/para-empresas
EV0002311,C0397,page_view,2023-10-14 04:06:34,referral,referral,natal_2022,/contato
EV0002312,C0397,signup,2023-10-15 15:44:20,organic,organic,lancamento_polvo,
EV0002313,C0398,page_view,2023-12-16 10:29:16,referral,referral,,/receitas
EV0002314,C0398,page_view,2023-12-17 13:44:29,google_ads,,semana_santa_2023,/para-empresas
EV0002315,C0398,page_view,2023-12-18 17:31:55,instagram,,lancamento_salmao,/sobre
EV0002316,C0399,page_view,2022-05-20 12:30:33,email,email,semana_santa_2023,/produtos/atum-vegetal
EV0002317,C0399,page_view,2022-05-21 17:54:32,organic,organic,lancamento_salmao,/para-empresas
EV0002318,C0399,page_view,2022-05-22 23:52:55,tiktok,,lancamento_polvo,/para-empresas
EV0002319,C0399,email_open,2022-05-23 14:05:50,linkedin,linkedin,,
EV0002320,C0399,signup,2022-05-24 05:48:07,instagram,instagram,natal_2022,
EV0002321,C0399,first_purchase,2022-05-24 12:18:18,referral,referral,brand_top_funnel,
EV0002322,C0400,page_view,2023-07-02 09:03:17,organic,organic,semana_santa_2023,/
EV0002323,C0400,page_view,2023-07-02 11:26:33,google_ads,google_ads,,/receitas
EV0002324,C0400,page_view,2023-07-03 02:05:15,linkedin,linkedin,semana_santa_2022,/contato
EV0002325,C0400,email_open,2023-07-04 22:09:08,linkedin,linkedin,brand_top_funnel,
EV0002326,C0400,email_click,2023-07-06 05:50:14,email,email,veganeiro_jan,
EV0002327,C0400,first_purchase,2023-07-07 21:29:03,google_ads,google_ads,semana_santa_2024,
EV0002328,C0401,page_view,2024-08-19 11:39:56,email,email,brand_top_funnel,/onde-comprar
EV0002329,C0401,page_view,2024-08-21 05:07:52,tiktok,tiktok,,/receitas
EV0002330,C0401,page_view,2024-08-22 03:18:57,instagram,instagram,semana_santa_2023,/para-empresas
EV0002331,C0401,email_open,2024-08-24 01:05:46,organic,organic,,
EV0002332,C0401,signup,2024-08-25 09:25:00,organic,organic,,
EV0002333,C0402,page_view,2022-10-23 06:42:13,referral,,veganeiro_jan,/
EV0002334,C0402,page_view,2022-10-25 04:44:04,referral,referral,veganeiro_jan,/para-empresas
EV0002335,C0402,page_view,2022-10-26 13:29:55,tiktok,tiktok,semana_santa_2022,/
EV0002336,C0402,signup,2022-10-27 01:36:30,organic,organic,semana_santa_2023,
EV0002337,C0402,repeat_purchase,2022-10-28 01:08:16,organic,organic,semana_santa_2023,
EV0002338,C0402,repeat_purchase,2022-10-28 14:13:16,google_ads,,,
EV0002339,C0403,page_view,2024-07-07 19:46:24,organic,organic,veganeiro_2024,/para-empresas
EV0002340,C0403,page_view,2024-07-08 22:56:49,linkedin,,brand_awareness_q1,/blog/peixe-vegetal-e-saudavel
EV0002341,C0403,page_view,2024-07-10 19:27:15,google_ads,google_ads,veganeiro_jan,/onde-comprar
EV0002342,C0403,signup,2024-07-12 08:07:07,email,email,lancamento_salmao,
EV0002343,C0403,email_open,2024-07-13 05:28:56,organic,organic,veganeiro_2024,
EV0002344,C0404,page_view,2023-04-11 17:25:31,linkedin,,,/sobre
EV0002345,C0404,page_view,2023-04-12 08:53:22,instagram,,brand_awareness_q1,/produtos
EV0002346,C0404,page_view,2023-04-13 04:41:59,referral,referral,lancamento_polvo,/produtos/salmao-vegetal
EV0002347,C0404,email_open,2023-04-13 05:15:43,referral,referral,brand_awareness_q1,
EV0002348,C0404,email_click,2023-04-14 23:45:19,referral,referral,lancamento_polvo,
EV0002349,C0404,demo_request,2023-04-16 21:14:25,google_ads,google_ads,,
EV0002350,C0405,page_view,2024-04-03 22:09:08,organic,organic,,/produtos/salmao-vegetal
EV0002351,C0405,page_view,2024-04-05 08:45:29,tiktok,tiktok,veganeiro_jan,/produtos/salmao-vegetal
EV0002352,C0405,page_view,2024-04-06 05:36:10,organic,organic,,/produtos
EV0002353,C0405,email_open,2024-04-07 20:47:38,linkedin,linkedin,semana_santa_2022,
EV0002354,C0405,signup,2024-04-08 08:27:30,referral,referral,brand_top_funnel,
EV0002355,C0406,page_view,2022-04-04 15:56:06,tiktok,tiktok,brand_awareness_q1,/produtos
EV0002356,C0406,page_view,2022-04-06 09:04:32,organic,,natal_2022,/onde-comprar
EV0002357,C0406,page_view,2022-04-06 14:35:14,instagram,instagram,veganeiro_jan,/sobre
EV0002358,C0406,email_open,2022-04-06 23:27:17,linkedin,linkedin,,
